host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1770388403.791133,30.0,0,1.00578773021698,0.019061025232076645,,2026-02-06 08:33:23.791133
1770388419.158503,45.0,0,1.0078139305114746,0.00674088578671217,,2026-02-06 08:33:39.158503
1770388433.788389,60.0,0,0.8400112986564636,-0.19515269994735718,,2026-02-06 08:33:53.788389
1770388448.795175,75.0,0,1.013582706451416,0.011503724381327629,,2026-02-06 08:34:08.795175
1770388464.032611,90.0,0,1.0561330318450928,0.020403610542416573,,2026-02-06 08:34:24.032611
1770388478.855855,105.0,0,1.0294221639633179,0.034506700932979584,,2026-02-06 08:34:38.855855
1770388494.933913,120.0,0,1.0095415115356445,0.012340099550783634,,2026-02-06 08:34:54.933913
1770388509.184268,135.0,0,1.1202008724212646,0.12960822880268097,,2026-02-06 08:35:09.184268
1770388523.806034,150.0,0,1.094550609588623,0.02484908513724804,,2026-02-06 08:35:23.806034
1770388538.862762,165.0,0,1.0118211507797241,0.027297794818878174,,2026-02-06 08:35:38.862762
1770388546.790312,172.0,1,1.4179329872131348,0.30863967537879944,,2026-02-06 08:35:46.790312
1770388547.675254,173.0,1,1.0023936033248901,0.007605051621794701,,2026-02-06 08:35:47.675254
1770388548.698453,174.0,1,0.9883162379264832,0.0020001688972115517,,2026-02-06 08:35:48.698453
1770388549.73244,175.0,1,1.004403829574585,0.06219976767897606,,2026-02-06 08:35:49.732440
1770388550.799166,176.0,1,1.004082202911377,0.005752848461270332,,2026-02-06 08:35:50.799166
1770388551.73278,177.0,1,1.0284191370010376,0.03634556010365486,,2026-02-06 08:35:51.732780
1770388552.718729,178.0,1,0.9325996041297913,-0.051703426986932755,,2026-02-06 08:35:52.718729
1770388553.738528,179.0,1,0.9945416450500488,-0.0027884263545274734,,2026-02-06 08:35:53.738528
1770388554.803044,180.0,1,0.8271251320838928,-0.03519243374466896,,2026-02-06 08:35:54.803044
1770388555.718385,181.0,1,1.1205753087997437,0.1170743852853775,,2026-02-06 08:35:55.718385
1770388562.562213,188.0,2,1.4587901830673218,0.313132643699646,,2026-02-06 08:36:02.562213
1770388563.521389,189.0,3,1.6447944641113281,0.130076602101326,,2026-02-06 08:36:03.521389
1770388564.537751,190.0,4,1.040475845336914,-0.03472871705889702,,2026-02-06 08:36:04.537751
1770388565.498366,191.0,4,0.9984723329544067,-0.00301360129378736,,2026-02-06 08:36:05.498366
1770388566.519603,192.0,4,0.745993971824646,-0.15117748081684113,,2026-02-06 08:36:06.519603
1770388567.548519,193.0,4,1.1154272556304932,0.03484717011451721,,2026-02-06 08:36:07.548519
1770388568.498845,194.0,4,1.1598737239837646,0.09606031328439713,,2026-02-06 08:36:08.498845
1770388569.720843,195.0,4,0.8949441313743591,-0.06565732508897781,,2026-02-06 08:36:09.720843
1770388570.614937,196.0,4,0.7847554087638855,-0.16016671061515808,,2026-02-06 08:36:10.614937
1770388571.490681,197.0,5,0.6871302723884583,-0.10482588410377502,,2026-02-06 08:36:11.490681
1770388572.518952,198.0,5,1.0843919515609741,0.05786949396133423,,2026-02-06 08:36:12.518952
1770388573.601212,199.0,5,1.1227229833602905,0.12901869416236877,,2026-02-06 08:36:13.601212
1770388574.491459,200.0,5,1.074933409690857,0.09691429883241653,,2026-02-06 08:36:14.491459
1770388575.533525,201.0,5,0.9283625483512878,-0.0062256199307739735,,2026-02-06 08:36:15.533525
1770388576.598827,202.0,5,1.0733363628387451,0.025322988629341125,,2026-02-06 08:36:16.598827
1770388577.498571,203.0,5,1.0874351263046265,0.03590002283453941,,2026-02-06 08:36:17.498571
1770388578.519226,204.0,5,0.9597088098526001,0.02499246597290039,,2026-02-06 08:36:18.519226
1770388579.539514,205.0,5,1.1412291526794434,0.07472936809062958,,2026-02-06 08:36:19.539514
1770388580.557363,206.0,5,0.9847466945648193,0.0302874855697155,,2026-02-06 08:36:20.557363
1770388595.562224,221.0,5,0.9577484130859375,-0.006741536781191826,,2026-02-06 08:36:35.562224
1770388610.563195,236.0,6,1.4845798015594482,0.30036163330078125,,2026-02-06 08:36:50.563195
1770388611.532389,237.0,6,0.9969578385353088,0.006583742331713438,,2026-02-06 08:36:51.532389
