host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1770387691.311694,15.0,0,0.9739373922348022,0.012892430648207664,,2026-02-06 08:21:31.311694
1770387724.020046,15.0,0,1.0447267293930054,0.04463522508740425,,2026-02-06 08:22:04.020046
1770387739.03213,30.0,0,1.0054631233215332,0.009847121313214302,,2026-02-06 08:22:19.032130
1770387754.021082,45.0,0,1.1316572427749634,-0.035327691584825516,,2026-02-06 08:22:34.021082
1770387763.860994,54.0,1,1.5323362350463867,0.30771350860595703,,2026-02-06 08:22:43.860994
1770387764.982323,55.0,2,0.9530760645866394,0.025964777916669846,,2026-02-06 08:22:44.982323
1770387765.915944,56.0,2,1.0216795206069946,0.04785474017262459,,2026-02-06 08:22:45.915944
1770387766.920398,57.0,2,1.0115429162979126,-0.0007358651491813362,,2026-02-06 08:22:46.920398
1770387768.081521,58.0,2,1.3745183944702148,0.1192498654127121,,2026-02-06 08:22:48.081521
1770387768.904546,59.0,6,1.5945299863815308,0.5425950884819031,,2026-02-06 08:22:48.904546
1770387769.935035,60.0,9,1.0407238006591797,0.1357446312904358,,2026-02-06 08:22:49.935035
1770387771.108243,61.0,9,1.0116610527038574,0.08792037516832352,,2026-02-06 08:22:51.108243
1770387771.958682,62.0,9,1.034118890762329,0.01970629394054413,,2026-02-06 08:22:51.958682
