host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1769005514.526181,19.503,0,1.04196,0.048312,,2026-01-21 08:25:14.526181
1769005515.040649,20.012,0,1.053066,0.047646,,2026-01-21 08:25:15.040649
1769005515.589104,20.521,0,1.045196,0.044746,,2026-01-21 08:25:15.589104
1769005516.054625,21.029,0,1.049511,0.0508,,2026-01-21 08:25:16.054625
1769005516.625945,21.537,0,1.042041,0.047318,,2026-01-21 08:25:16.625945
1769005517.074519,22.045,0,1.049071,0.049825,,2026-01-21 08:25:17.074519
1769005517.612842,22.553,0,1.047792,0.049764,,2026-01-21 08:25:17.612842
1769005518.154489,23.061,0,1.053686,0.050005,,2026-01-21 08:25:18.154489
1769005518.635421,23.569,0,1.052047,0.04801,,2026-01-21 08:25:18.635421
1769005519.115124,24.077,0,1.050492,0.049059,,2026-01-21 08:25:19.115124
1769005519.685756,24.585,0,1.046428,0.048349,,2026-01-21 08:25:19.685756
1769005520.135527,25.093,0,1.050703,0.047816,,2026-01-21 08:25:20.135527
1769005520.614355,25.601,0,1.047671,0.049688,,2026-01-21 08:25:20.614355
1769005522.084495,26.109,0,1.046823,0.047424,,2026-01-21 08:25:22.084495
1769005522.23914,26.617,0,1.045744,0.045777,,2026-01-21 08:25:22.239140
1769005522.365368,27.125,0,1.045341,0.046222,,2026-01-21 08:25:22.365368
1769005522.685805,27.633,0,1.048863,0.050547,,2026-01-21 08:25:22.685805
1769005524.256539,28.141,0,1.046452,0.046163,,2026-01-21 08:25:24.256539
1769005524.368222,28.649,0,1.038064,0.047758,,2026-01-21 08:25:24.368222
1769005524.460171,29.157,0,1.049504,0.047439,,2026-01-21 08:25:24.460171
1769005524.696919,29.665,0,1.047612,0.050131,,2026-01-21 08:25:24.696919
1769005526.083012,30.173,0,1.044988,0.046753,,2026-01-21 08:25:26.083012
1769005526.177016,30.681,0,1.043464,0.049392,,2026-01-21 08:25:26.177016
1769005526.262483,31.189,0,1.046661,0.047489,,2026-01-21 08:25:26.262483
1769005526.73987,31.698,0,1.064253,0.047626,,2026-01-21 08:25:26.739870
1769005527.303858,32.206,0,1.051991,0.049488,,2026-01-21 08:25:27.303858
1769005527.763051,32.715,0,1.049517,0.045962,,2026-01-21 08:25:27.763051
1769005528.320125,33.223,0,1.049671,0.049149,,2026-01-21 08:25:28.320125
1769005528.807135,33.732,0,1.047199,0.051103,,2026-01-21 08:25:28.807135
1769005529.255303,34.24,0,1.046177,0.042918,,2026-01-21 08:25:29.255303
1769005529.814961,34.748,0,1.058647,0.050869,,2026-01-21 08:25:29.814961
1769005530.705275,35.649,0,1.150663,0.058879,1769005530.683275,2026-01-21 08:25:30.705275
1769005531.23132,36.158,0,1.049723,0.038812,1769005530.70032,2026-01-21 08:25:31.231320
1769005531.751804,36.666,0,1.047495,0.046748,1769005530.712804,2026-01-21 08:25:31.751804
1769005532.198906,37.175,0,1.048602,0.046508,1769005530.6509058,2026-01-21 08:25:32.198906
1769005532.772463,37.683,0,1.047279,0.046202,1769005530.716463,2026-01-21 08:25:32.772463
1769005533.213602,38.192,0,1.044399,0.04724,1769005530.648602,2026-01-21 08:25:33.213602
1769005533.764066,38.7,0,1.043402,0.046661,1769005530.691066,2026-01-21 08:25:33.764066
1769005534.25395,39.209,0,1.038463,0.045332,1769005530.67195,2026-01-21 08:25:34.253950
1769005534.775254,39.717,0,1.049391,0.048757,1769005530.685254,2026-01-21 08:25:34.775254
1769005535.285915,40.226,0,1.049559,0.050477,1769005530.686915,2026-01-21 08:25:35.285915
1769005535.798158,40.734,0,1.052554,0.050489,1769005530.6911578,2026-01-21 08:25:35.798158
1769005536.297138,41.243,0,1.173336,0.064129,1769005530.681138,2026-01-21 08:25:36.297138
1769005537.45387,41.751,0,0.972964,0.02649,1769005531.32987,2026-01-21 08:25:37.453870
1769005537.46395,42.26,0,1.030457,0.061478,1769005530.83095,2026-01-21 08:25:37.463950
1769005537.835482,42.768,0,1.028612,0.038709,1769005530.6944818,2026-01-21 08:25:37.835482
1769005538.313943,43.277,0,1.043186,0.038447,1769005530.6639428,2026-01-21 08:25:38.313943
