host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1770307111.849308,12.0,1,1.6050533056259155,0.31650131940841675,,2026-02-05 09:58:31.849308
1770307112.746186,13.0,1,1.0593979358673096,0.10347723215818405,,2026-02-05 09:58:32.746186
1770307113.77719,14.0,1,1.0575684309005737,0.06524314731359482,,2026-02-05 09:58:33.777190
1770307114.786067,15.0,1,1.0117825269699097,0.034158043563365936,,2026-02-05 09:58:34.786067
1770307115.736517,16.0,1,1.1891652345657349,0.13202834129333496,,2026-02-05 09:58:35.736517
1770307116.837154,17.0,1,1.102102518081665,0.028447823598980904,,2026-02-05 09:58:36.837154
1770307117.786687,18.0,1,1.0694438219070435,0.0190278347581625,,2026-02-05 09:58:37.786687
1770307118.749039,19.0,1,1.0674890279769897,0.038978420197963715,,2026-02-05 09:58:38.749039
1770307119.765201,20.0,1,1.0552563667297363,0.11745677143335342,,2026-02-05 09:58:39.765201
1770307120.783509,21.0,1,1.048520803451538,0.1372402459383011,,2026-02-05 09:58:40.783509
1770307121.806584,22.0,2,1.8611423969268799,0.34141919016838074,,2026-02-05 09:58:41.806584
1770307122.824354,23.0,5,0.5296319723129272,0.01662939414381981,,2026-02-05 09:58:42.824354
1770307123.789925,24.0,5,1.1287789344787598,0.07816096395254135,,2026-02-05 09:58:43.789925
1770307124.806626,25.0,5,1.1030833721160889,-0.027701731771230698,,2026-02-05 09:58:44.806626
1770307125.824136,26.0,5,1.2349988222122192,-0.1162724643945694,,2026-02-05 09:58:45.824136
1770307126.784746,27.0,5,0.8455595970153809,0.08184075355529785,,2026-02-05 09:58:46.784746
1770307127.818227,28.0,5,1.2152900695800781,0.0006051242235116661,,2026-02-05 09:58:47.818227
1770307128.825868,29.0,5,0.7962914109230042,0.05708732455968857,,2026-02-05 09:58:48.825868
1770307129.785738,30.0,5,1.7786132097244263,0.1486767828464508,,2026-02-05 09:58:49.785738
1770307130.809342,31.0,6,1.0221208333969116,0.06116902828216553,,2026-02-05 09:58:50.809342
1770307131.826874,32.0,8,1.5456936359405518,0.2923910617828369,,2026-02-05 09:58:51.826874
1770307132.938309,33.0,9,1.3353928327560425,-0.0926765650510788,,2026-02-05 09:58:52.938309
1770307133.803714,34.0,9,0.7191147208213806,-0.03864510729908943,,2026-02-05 09:58:53.803714
1770307134.827442,35.0,11,0.5923942923545837,0.16766387224197388,,2026-02-05 09:58:54.827442
1770307135.844635,36.0,14,1.8090379238128662,0.12863121926784515,,2026-02-05 09:58:55.844635
1770307136.80603,37.0,17,0.9073312282562256,0.14798936247825623,,2026-02-05 09:58:56.806030
1770307137.828799,38.0,18,1.0826019048690796,-0.08086749911308289,,2026-02-05 09:58:57.828799
1770307138.845799,39.0,18,1.2872734069824219,0.17747674882411957,,2026-02-05 09:58:58.845799
1770307139.803874,40.0,18,0.963616669178009,0.0008874086779542267,,2026-02-05 09:58:59.803874
1770307140.823281,41.0,18,1.2922232151031494,0.229446142911911,,2026-02-05 09:59:00.823281
1770307141.847646,42.0,18,1.3918635845184326,0.12505221366882324,,2026-02-05 09:59:01.847646
1770307142.79752,43.0,18,0.9402021169662476,-0.008721936494112015,,2026-02-05 09:59:02.797520
1770307143.824507,44.0,18,0.8073692321777344,0.17679700255393982,,2026-02-05 09:59:03.824507
1770307144.91488,45.0,18,0.7999380826950073,-0.12050549685955048,,2026-02-05 09:59:04.914880
1770307145.805869,46.0,20,0.48794054985046387,0.18284881114959717,,2026-02-05 09:59:05.805869
1770307146.825846,47.0,20,0.7616862654685974,-0.15940867364406586,,2026-02-05 09:59:06.825846
1770307147.973024,48.0,20,0.6163392066955566,-0.08938832581043243,,2026-02-05 09:59:07.973024
1770307148.866964,49.0,20,1.0740525722503662,0.07447778433561325,,2026-02-05 09:59:08.866964
1770307149.826436,50.0,20,1.0597646236419678,0.08307269215583801,,2026-02-05 09:59:09.826436
1770307150.843619,51.0,20,0.8134801983833313,0.13115759193897247,,2026-02-05 09:59:10.843619
1770307151.8673,52.0,20,1.0044411420822144,0.07757945358753204,,2026-02-05 09:59:11.867300
1770307152.831699,53.0,20,1.0593743324279785,0.07681454718112946,,2026-02-05 09:59:12.831699
