host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1769782239.346821,26.0,1,1.0382927656173706,0.04058907926082611,1769782233.9798205,2026-01-30 08:10:39.346821
1769782240.363448,27.0,1,1.0272107124328613,0.03649931028485298,1769782233.9964473,2026-01-30 08:10:40.363448
1769782241.383978,28.0,1,1.0400893688201904,0.04290517047047615,1769782234.0169773,2026-01-30 08:10:41.383978
1769782242.405585,29.0,1,1.0414245128631592,0.04133334383368492,1769782234.0385845,2026-01-30 08:10:42.405585
1769782243.424839,30.0,1,1.0393372774124146,0.03444914147257805,1769782234.0578384,2026-01-30 08:10:43.424839
1769782248.640986,35.0,1,1.3137328624725342,0.05973156914114952,1769782249.2859864,2026-01-30 08:10:48.640986
1769782253.654391,40.0,1,1.0335482358932495,0.035207439213991165,1769782249.2993915,2026-01-30 08:10:53.654391
1769782258.682016,45.0,1,1.120905876159668,0.05111460015177727,1769782249.3270164,2026-01-30 08:10:58.682016
1769782263.594261,50.0,1,1.2488778829574585,0.06665114313364029,1769782264.2402608,2026-01-30 08:11:03.594261
1769782268.6302,55.0,1,1.1256691217422485,0.05750715732574463,1769782264.2761998,2026-01-30 08:11:08.630200
1769782273.667633,60.0,1,0.9230443835258484,-0.039146605879068375,1769782264.313633,2026-01-30 08:11:13.667633
1769782278.58578,65.0,1,1.6521285772323608,0.10685284435749054,1769782279.243777,2026-01-30 08:11:18.585780
1769782283.625928,70.0,1,1.0079493522644043,-0.022359350696206093,1769782279.283925,2026-01-30 08:11:23.625928
1769782288.666576,75.0,1,0.9269050359725952,-0.05585610494017601,1769782279.324573,2026-01-30 08:11:28.666576
1769782293.652175,80.0,1,0.7368432879447937,-0.0811629444360733,1769782294.3191748,2026-01-30 08:11:33.652175
1769782298.63209,85.0,1,0.8526675701141357,-0.09786365926265717,1769782294.29909,2026-01-30 08:11:38.632090
1769782303.30705,90.0,2,1.6787750720977783,0.3035811185836792,1769782293.9740498,2026-01-30 08:11:43.307050
1769782304.267396,91.0,3,1.918421745300293,0.6926409602165222,1769782293.9343958,2026-01-30 08:11:44.267396
1769782305.221475,92.0,6,1.2893633842468262,0.4322669506072998,1769782293.8884747,2026-01-30 08:11:45.221475
1769782306.238748,93.0,7,1.2468523979187012,0.22352509200572968,1769782293.905748,2026-01-30 08:11:46.238748
1769782307.263415,94.0,8,1.0647966861724854,-0.007451701909303665,1769782293.930415,2026-01-30 08:11:47.263415
1769782308.587791,95.0,8,0.780208945274353,-0.011764288879930973,1769782309.2607875,2026-01-30 08:11:48.587791
1769782309.606955,96.0,8,1.1516770124435425,0.034543488174676895,1769782309.2799516,2026-01-30 08:11:49.606955
1769782310.742912,97.0,8,0.9066603779792786,0.04908271133899689,1769782309.4159086,2026-01-30 08:11:50.742912
1769782311.586789,98.0,8,0.7714123725891113,-0.11935418844223022,1769782309.2597854,2026-01-30 08:11:51.586789
1769782312.604865,99.0,8,1.0312385559082031,0.017491696402430534,1769782309.2778616,2026-01-30 08:11:52.604865
1769782313.627413,100.0,8,1.0897367000579834,0.0009041666053235531,1769782309.3004096,2026-01-30 08:11:53.627413
1769782314.655436,101.0,8,1.0327870845794678,0.023867027834057808,1769782309.3284326,2026-01-30 08:11:54.655436
1769782315.608541,102.0,8,1.0325628519058228,0.025450821965932846,1769782309.2815375,2026-01-30 08:11:55.608541
1769782320.710109,107.0,8,1.227977991104126,0.051139164716005325,1769782309.3831055,2026-01-30 08:12:00.710109
1769782325.712886,112.0,8,0.47029033303260803,0.04597245529294014,1769782324.3888886,2026-01-30 08:12:05.712886
1769782330.746925,117.0,8,1.001935601234436,-0.005107653792947531,1769782324.4229276,2026-01-30 08:12:10.746925
1769782335.532427,122.0,9,1.589719533920288,0.32674044370651245,1769782324.2084296,2026-01-30 08:12:15.532427
1769782336.48402,123.0,9,1.0482685565948486,0.03359614685177803,1769782324.1600225,2026-01-30 08:12:16.484020
1769782337.636602,124.0,9,1.1200522184371948,-0.025802969932556152,1769782324.3126044,2026-01-30 08:12:17.636602
1769782338.588039,125.0,9,0.9210548400878906,0.004513041581958532,1769782339.2650409,2026-01-30 08:12:18.588039
1769782339.827587,126.0,9,0.9989904761314392,0.06511008739471436,1769782339.5045888,2026-01-30 08:12:19.827587
1769782340.652204,127.0,9,1.2923997640609741,0.15885290503501892,1769782339.329206,2026-01-30 08:12:20.652204
1769782341.649118,128.0,9,0.9267761707305908,-0.033270835876464844,1769782339.32612,2026-01-30 08:12:21.649118
