host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1770219886.068073,60.0,0,1.0065535306930542,-0.04093131795525551,,2026-02-04 09:44:46.068073
1770219905.928996,79.0,1,1.488530158996582,0.3127768635749817,,2026-02-04 09:45:05.928996
1770219920.928037,94.0,28,1.1075400114059448,0.044472843408584595,,2026-02-04 09:45:20.928037
1770219935.995476,109.0,70,1.5161536931991577,0.483537495136261,,2026-02-04 09:45:35.995476
1770219951.999865,124.0,121,1.0521644353866577,0.47999879717826843,,2026-02-04 09:45:51.999865
1770219995.926458,169.0,263,1.8201769590377808,0.45902320742607117,,2026-02-04 09:46:35.926458
1770220011.035293,184.0,311,1.6681309938430786,0.5899307727813721,,2026-02-04 09:46:51.035293
1770220025.957951,199.0,324,1.044570803642273,0.051078468561172485,,2026-02-04 09:47:05.957951
1770220040.953262,214.0,325,1.036378264427185,0.04141934961080551,,2026-02-04 09:47:20.953262
1770220056.016854,229.0,345,2.2127621173858643,0.9534332156181335,,2026-02-04 09:47:36.016854
1770220072.532167,244.0,388,1.9721163511276245,0.25269943475723267,,2026-02-04 09:47:52.532167
1770220131.050387,304.0,565,1.8336079120635986,1.0969325304031372,,2026-02-04 09:48:51.050387
1770220146.460542,319.0,614,1.9335567951202393,1.2023439407348633,,2026-02-04 09:49:06.460542
1770220161.107949,334.0,636,1.06659734249115,0.049000341445207596,,2026-02-04 09:49:21.107949
1770220176.413998,349.0,637,1.0454477071762085,0.045689795166254044,,2026-02-04 09:49:36.413998
