host_timestamp,device_timestamp,steps,raw_magnitude,filtered_magnitude,last_buzz,datetime
1769526637.877912,76.046,0,1.02918,0.026505,1769526627.482912,2026-01-27 09:10:37.877912
1769526639.902223,78.05,0,1.034268,0.027207,1769526627.5032232,2026-01-27 09:10:39.902223
1769526641.882769,80.053,0,1.029341,0.025381,1769526627.4807692,2026-01-27 09:10:41.882769
1769526643.991525,82.056,0,1.02126,0.022259,1769526627.586525,2026-01-27 09:10:43.991525
1769526645.903415,84.059,0,1.030261,0.027556,1769526627.495415,2026-01-27 09:10:45.903415
1769526647.882859,86.062,0,1.025383,0.023179,1769526627.471859,2026-01-27 09:10:47.882859
1769526649.923212,88.065,0,1.025309,0.02536,1769526627.509212,2026-01-27 09:10:49.923212
1769526651.904051,90.068,0,1.024368,0.027675,1769526627.487051,2026-01-27 09:10:51.904051
1769526654.00345,92.071,0,0.980042,-0.013173,1769526627.5834498,2026-01-27 09:10:54.003450
1769526655.923345,94.075,0,0.203012,-0.014357,1769526627.499345,2026-01-27 09:10:55.923345
1769526657.896218,96.08,0,1.075521,0.037659,1769526657.483218,2026-01-27 09:10:57.896218
1769526660.003262,98.084,0,1.271733,0.125363,1769526657.586262,2026-01-27 09:11:00.003262
1769526661.922525,100.087,0,1.089343,0.078851,1769526657.5025249,2026-01-27 09:11:01.922525
1769526663.962546,102.09,0,0.965021,0.040025,1769526657.539546,2026-01-27 09:11:03.962546
1769526665.942629,104.093,0,1.021433,0.025259,1769526657.516629,2026-01-27 09:11:05.942629
1769526667.923077,106.096,0,1.027212,0.028604,1769526657.4940772,2026-01-27 09:11:07.923077
1769526670.026556,108.099,0,1.02936,0.031428,1769526657.594556,2026-01-27 09:11:10.026556
1769526671.942735,110.102,0,1.028226,0.027215,1769526657.507735,2026-01-27 09:11:11.942735
1769526673.919233,112.105,0,1.030311,0.028122,1769526657.4812331,2026-01-27 09:11:13.919233
1769526675.963451,114.109,0,1.027532,0.029821,1769526657.521451,2026-01-27 09:11:15.963451
1769526677.943005,116.112,0,1.025259,0.025017,1769526657.4980052,2026-01-27 09:11:17.943005
1769526679.976544,118.115,0,1.025238,0.026243,1769526657.528544,2026-01-27 09:11:19.976544
1769526681.963777,120.118,0,1.037144,0.027401,1769526657.512777,2026-01-27 09:11:21.963777
1769526683.94977,122.121,0,1.024282,0.022521,1769526657.49577,2026-01-27 09:11:23.949770
1769526685.986829,124.124,0,1.024332,0.022368,1769526657.529829,2026-01-27 09:11:25.986829
1769526687.983161,126.129,0,1.023241,0.026037,1769526687.5241609,2026-01-27 09:11:27.983161
1769526690.033434,128.132,0,1.028383,0.023864,1769526687.571434,2026-01-27 09:11:30.033434
1769526691.983953,130.135,0,1.027305,0.027209,1769526687.518953,2026-01-27 09:11:31.983953
1769526693.963213,132.138,0,1.038158,0.026435,1769526687.495213,2026-01-27 09:11:33.963213
1769526695.995142,134.141,0,1.027329,0.026406,1769526687.524142,2026-01-27 09:11:35.995142
1769526697.986808,136.144,0,1.027382,0.02906,1769526687.512808,2026-01-27 09:11:37.986808
1769526700.025823,138.147,0,1.029304,0.026187,1769526687.548823,2026-01-27 09:11:40.025823
1769526702.039253,140.15,0,1.027329,0.025318,1769526687.559253,2026-01-27 09:11:42.039253
1769526703.991987,142.153,0,1.033428,0.023875,1769526687.508987,2026-01-27 09:11:43.991987
1769526706.025667,144.156,0,1.025281,0.025201,1769526687.539667,2026-01-27 09:11:46.025667
1769526707.998523,146.159,0,1.020311,0.025026,1769526687.509523,2026-01-27 09:11:47.998523
1769526709.98324,148.162,0,1.026337,0.027376,1769526687.4912398,2026-01-27 09:11:49.983240
1769526712.025604,150.165,0,1.026195,0.026065,1769526687.5306041,2026-01-27 09:11:52.025604
1769526714.013436,152.168,0,1.027259,0.025231,1769526687.5154362,2026-01-27 09:11:54.013436
1769526716.068528,154.171,0,1.029328,0.025308,1769526687.567528,2026-01-27 09:11:56.068528
1769526718.025247,156.176,0,1.024306,0.050348,1769526717.520247,2026-01-27 09:11:58.025247
1769526720.005111,158.18,0,1.022267,0.02322,1769526717.496111,2026-01-27 09:12:00.005111
1769526722.041892,160.183,0,1.021237,0.021866,1769526717.529892,2026-01-27 09:12:02.041892
